hero,partner,games,wins,losses,win_rate,source
Edith,Zhask,20,8,12,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Edith,Roger,18,8,10,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Edith,Alpha,17,6,11,0.3529,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Edith,Valentina,17,5,12,0.29410000000000003,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Edith,Moskov,16,7,9,0.4375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Valentina,Roger,17,7,10,0.4118,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Valentina,Edith,17,5,12,0.29410000000000003,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Valentina,Harith,16,8,8,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Valentina,Arlott,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Valentina,Ruby,14,7,7,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Harith,Nolan,18,10,8,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Harith,Hylos,17,10,7,0.5882000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Harith,Arlott,16,11,5,0.6875,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Harith,Valentina,16,8,8,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Harith,Alpha,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hylos,Vexana,18,7,11,0.3889,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hylos,Harith,17,10,7,0.5882000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hylos,Nolan,16,13,3,0.8125,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hylos,Roger,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hylos,Ling,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Roger,Ruby,19,11,8,0.5789,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Roger,Edith,18,8,10,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Roger,Valentina,17,7,10,0.4118,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Roger,Aurora,16,9,7,0.5625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Roger,Arlott,15,9,6,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Nolan,Phoveus,20,12,8,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Nolan,Harith,18,10,8,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Nolan,Hylos,16,13,3,0.8125,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Nolan,Natan,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Nolan,Edith,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alpha,Mathilda,17,13,4,0.7646999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alpha,Edith,17,6,11,0.3529,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alpha,Yve,15,5,10,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alpha,Harith,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alpha,Moskov,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Moskov,Julian,20,6,14,0.3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Moskov,Edith,16,7,9,0.4375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Moskov,Phoveus,15,7,8,0.4667,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Moskov,Zhask,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Moskov,Ruby,13,5,8,0.3846,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ruby,Roger,19,11,8,0.5789,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ruby,Valentina,14,7,7,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ruby,Ling,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ruby,Moskov,13,5,8,0.3846,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ruby,Nolan,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Phoveus,Nolan,20,12,8,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Phoveus,Moskov,15,7,8,0.4667,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Phoveus,Yve,14,11,3,0.7857,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Phoveus,Roger,13,8,5,0.6154,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Phoveus,Lunox,12,9,3,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Terizla,Roger,13,7,6,0.5385,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Terizla,Valentina,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Terizla,Moskov,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Terizla,Harith,12,5,7,0.4167,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Terizla,Ruby,11,7,4,0.6364,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhask,Edith,20,8,12,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhask,Roger,15,9,6,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhask,Moskov,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhask,Hayabusa,13,4,9,0.3077,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhask,Karrie,10,3,7,0.3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Arlott,Harith,16,11,5,0.6875,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Arlott,Roger,15,9,6,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Arlott,Valentina,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Arlott,Moskov,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Arlott,Hayabusa,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Yve,Alpha,15,5,10,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Yve,Phoveus,14,11,3,0.7857,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Yve,Nolan,12,10,2,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Yve,Gatotkaca,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Yve,Hylos,10,7,3,0.7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Faramis,Edith,14,11,3,0.7857,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Faramis,Nolan,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Faramis,Mathilda,11,8,3,0.7273000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Faramis,Alpha,9,7,2,0.7778,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Faramis,Ruby,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Gatotkaca,Yve,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Gatotkaca,Vexana,12,3,9,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Gatotkaca,Harith,10,7,3,0.7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Gatotkaca,Alpha,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Gatotkaca,Nolan,9,2,7,0.22219999999999998,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ling,Ruby,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ling,Harith,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ling,Angela,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ling,Edith,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Ling,Hylos,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Vexana,Hylos,18,7,11,0.3889,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Vexana,Gatotkaca,12,3,9,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Vexana,Julian,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Vexana,Phoveus,10,7,3,0.7,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Vexana,Moskov,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Julian,Moskov,20,6,14,0.3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Julian,Edith,13,6,7,0.46149999999999997,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Julian,Hylos,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Julian,Vexana,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Julian,Valentina,10,2,8,0.2,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Mathilda,Alpha,17,13,4,0.7646999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Mathilda,Faramis,11,8,3,0.7273000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Mathilda,Roger,9,7,2,0.7778,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Mathilda,Yve,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Mathilda,Edith,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hayabusa,Zhask,13,4,9,0.3077,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hayabusa,Edith,10,4,6,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hayabusa,Hylos,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hayabusa,Valentina,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Hayabusa,Arlott,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Dewa United Esports,Roger,16,9,7,0.5625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Dewa United Esports,Edith,11,9,2,0.8181999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Dewa United Esports,Harith,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Dewa United Esports,Hylos,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Dewa United Esports,Arlott,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Chou,Harith,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Chou,Roger,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Chou,Edith,9,2,7,0.22219999999999998,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Chou,Nolan,8,2,6,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Chou,Angela,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Natan,Nolan,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Natan,Alpha,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Natan,Yve,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Natan,Hylos,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Natan,Bane,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Claude,Valentina,10,3,7,0.3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Claude,Edith,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Claude,Zhask,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Claude,Julian,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Claude,Hayabusa,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khaleed,Gatotkaca,8,7,1,0.875,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khaleed,Valentina,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khaleed,Yve,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khaleed,Faramis,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khaleed,Julian,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Tigreal,Nolan,12,5,7,0.4167,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Tigreal,Hylos,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Tigreal,Valentina,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Tigreal,Harith,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Tigreal,Phoveus,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lunox,Phoveus,12,9,3,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lunox,Nolan,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lunox,Roger,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lunox,Edith,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lunox,Hayabusa,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhuxin,Hylos,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhuxin,Alpha,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhuxin,Edith,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhuxin,Arlott,7,2,5,0.2857,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Zhuxin,Harith,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Jawhead,Terizla,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Jawhead,Aurora,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Jawhead,Moskov,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Jawhead,Harith,8,1,7,0.125,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Jawhead,Julian,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Beatrix,Edith,9,7,2,0.7778,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Beatrix,Faramis,7,6,1,0.8571,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Beatrix,Suyou,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Beatrix,Hylos,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Beatrix,Kaja,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Karrie,Edith,15,7,8,0.4667,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Karrie,Zhask,10,3,7,0.3,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Karrie,Terizla,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Karrie,Julian,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Karrie,Vexana,5,2,3,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Angela,Ling,11,6,5,0.5455,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Angela,Chou,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Angela,Hylos,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Angela,Harith,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Angela,Alpha,5,4,1,0.8,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Luo Yi,Nolan,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Luo Yi,Edith,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Luo Yi,Harith,6,6,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Luo Yi,Ruby,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Luo Yi,Moskov,5,1,4,0.2,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bane,Mathilda,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bane,Phoveus,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bane,Natan,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bane,Zhuxin,5,4,1,0.8,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bane,Yve,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Fanny,Valentina,6,1,5,0.16670000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Fanny,Harith,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Fanny,Jawhead,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Fanny,Edith,5,1,4,0.2,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Fanny,Arlott,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Grock,Harith,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Grock,Valentina,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Grock,Moskov,7,2,5,0.2857,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Grock,Phoveus,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Grock,Nolan,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Barats,Faramis,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Barats,Alpha,5,4,1,0.8,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Barats,Mathilda,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Barats,Harith,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Barats,Zhask,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Kaja,Edith,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Kaja,Beatrix,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Kaja,Valentina,5,0,5,0.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Kaja,Faramis,4,4,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Kaja,Ling,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Wanwan,Valentina,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Wanwan,Hylos,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Wanwan,Khaleed,5,4,1,0.8,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Wanwan,Alpha,5,2,3,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Wanwan,Tigreal,4,4,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khufra,Roger,6,1,5,0.16670000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khufra,Edith,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khufra,Zhask,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khufra,Lunox,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Khufra,Ruby,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Franco,Edith,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Franco,Beatrix,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Franco,Valentina,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Franco,Natan,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Franco,Hylos,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Akai,Edith,5,1,4,0.2,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Akai,Nolan,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Akai,Zhask,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Akai,Hayabusa,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Akai,Alpha,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Joy,Edith,5,2,3,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Joy,Moskov,5,0,5,0.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Joy,Faramis,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Joy,Bruno,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Joy,Gatotkaca,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
X.Borg,Mathilda,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
X.Borg,Moskov,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
X.Borg,Arlott,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
X.Borg,Harith,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
X.Borg,Edith,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lancelot,Edith,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lancelot,Valentina,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lancelot,Zhask,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lancelot,Chou,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lancelot,Hylos,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bruno,Mathilda,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bruno,Alpha,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bruno,Faramis,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bruno,Gatotkaca,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Bruno,Joy,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Minotaur,Nolan,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Minotaur,Zhask,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Minotaur,Edith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Minotaur,Phoveus,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Minotaur,Moskov,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alice,Angela,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alice,Arlott,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alice,Gatotkaca,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alice,Hylos,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Alice,Aurora,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Suyou,Beatrix,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Suyou,Chou,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Suyou,Hylos,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Suyou,Faramis,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Suyou,Edith,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lolita,Hylos,5,2,3,0.4,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lolita,Harith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lolita,Arlott,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lolita,Nolan,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Lolita,Zhask,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Benedetta,Edith,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Benedetta,Alpha,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Benedetta,Phoveus,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Benedetta,Zhask,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Benedetta,Roger,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
Clint,Edith,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Indonesia/Season_14
