hero,opponent,games,wins,losses,win_rate,source
Faramis,Tigreal,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Faramis,Harith,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Faramis,Moskov,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Faramis,Claude,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ruby,Edith,11,5,6,0.4545,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ruby,Valentina,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ruby,Karrie,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ruby,Harith,7,2,5,0.2857,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ruby,Hayabusa,7,2,5,0.2857,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Luo Yi,Valentina,9,7,2,0.7778,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Luo Yi,Edith,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Luo Yi,Nolan,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Luo Yi,Hylos,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Luo Yi,Karrie,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Mathilda,Harith,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Mathilda,Chou,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Mathilda,Valentina,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Mathilda,Phoveus,7,2,5,0.2857,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Mathilda,Arlott,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhuxin,Moskov,9,3,6,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhuxin,Edith,9,2,7,0.22219999999999998,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhuxin,Roger,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhuxin,Ling,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Zhuxin,Gatotkaca,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Suyou,Alpha,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Suyou,Edith,10,6,4,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Suyou,Gatotkaca,10,6,4,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Suyou,Zhuxin,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Suyou,Phoveus,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Grock,Aurora,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Grock,Nolan,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Grock,Terizla,8,5,3,0.625,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Grock,Moskov,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Grock,Edith,8,2,6,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Jawhead,Moskov,10,5,5,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Jawhead,Nolan,8,3,5,0.375,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Jawhead,Edith,8,1,7,0.125,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Jawhead,Julian,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Jawhead,Arlott,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khaleed,Gatotkaca,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khaleed,Valentina,9,6,3,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khaleed,Ling,9,5,4,0.5556,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khaleed,Edith,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khaleed,Chou,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Karrie,Luo Yi,8,2,6,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Karrie,Moskov,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Karrie,Ruby,7,3,4,0.4286,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Karrie,Roger,7,2,5,0.2857,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Karrie,Julian,6,5,1,0.8332999999999999,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alpha,Suyou,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alpha,Chou,8,4,4,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alpha,Gatotkaca,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alpha,Moskov,7,5,2,0.7143,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alpha,Aurora,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yve,Arlott,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yve,Claude,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yve,Suyou,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yve,Rafaela,6,2,4,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yve,Terizla,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Natan,Edith,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Natan,Vexana,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Natan,Julian,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Natan,Karrie,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Natan,Nolan,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Beatrix,Moskov,8,6,2,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Beatrix,Valentina,5,4,1,0.8,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Beatrix,Gatotkaca,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Beatrix,Mathilda,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Beatrix,Hayabusa,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fanny,Ling,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fanny,Moskov,7,4,3,0.5714,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fanny,Edith,5,0,5,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fanny,Chou,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fanny,Faramis,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lolita,Edith,9,4,5,0.44439999999999996,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lolita,Moskov,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lolita,Mathilda,5,2,3,0.4,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lolita,Zhask,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lolita,Faramis,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lylia,Zhask,7,6,1,0.8571,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lylia,Terizla,5,5,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lylia,Faramis,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lylia,Hayabusa,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lylia,Hylos,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minotaur,Terizla,4,4,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minotaur,Tigreal,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minotaur,Hylos,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minotaur,Valentina,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Minotaur,Aurora,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lunox,Harith,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lunox,Edith,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lunox,Arlott,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lunox,Gatotkaca,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lunox,Hayabusa,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bane,Hylos,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bane,Nolan,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bane,Hayabusa,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bane,Vexana,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bane,Chou,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
X.Borg,Roger,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
X.Borg,Phoveus,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
X.Borg,Edith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
X.Borg,Alpha,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
X.Borg,Harith,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bruno,Tigreal,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bruno,Chou,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bruno,Zhask,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bruno,Edith,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Bruno,Nolan,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Clint,Suyou,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Clint,Rafaela,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Clint,Edith,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Clint,Gatotkaca,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Clint,Alpha,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cici,Edith,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cici,Gatotkaca,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cici,Harith,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cici,Vexana,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cici,Faramis,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alice,Valentina,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alice,Chou,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alice,Khaleed,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alice,Claude,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Alice,Julian,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Rafaela,Yve,6,4,2,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Rafaela,Chou,4,3,1,0.75,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Rafaela,Clint,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Rafaela,Edith,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Rafaela,Gatotkaca,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Angela,Edith,3,0,3,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Angela,Mathilda,3,0,3,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Angela,Hylos,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Angela,Karrie,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Angela,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kaja,Harith,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kaja,Aurora,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kaja,Hayabusa,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kaja,Chou,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kaja,Hylos,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Vexana,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Edith,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Terizla,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Harith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Wanwan,Julian,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Hylos,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Chou,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Valentina,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Alpha,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Gloo,Julian,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Aurora,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Jawhead,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Edith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Harith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Khufra,Julian,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Tigreal,4,4,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Edith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Julian,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Zhuxin,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Carmilla,Gatotkaca,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Edith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Valentina,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Ling,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Alpha,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Barats,Grock,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Hylos,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Bane,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Faramis,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Ling,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Melissa,Masha,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Arlott,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Gatotkaca,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Jawhead,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Alice,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Benedetta,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Hylos,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Zhask,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Terizla,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Joy,Lolita,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Arlott,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Claude,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Zhask,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Faramis,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Thamuz,Hylos,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Hayabusa,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Jawhead,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Belerick,Ling,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Roger,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Faramis,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Grock,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Lancelot,Hayabusa,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Faramis,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Akai,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Alpha,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Chou,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Clint,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Cecilion,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Terizla,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Brody,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Harith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Jawhead,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Franco,Julian,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Edith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Karrie,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Mathilda,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Paquito,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Ixia,Valentina,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Edith,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Claude,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Fanny,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Franco,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Brody,Jawhead,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Roger,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Helcurt,Khufra,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Karrie,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Jawhead,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Yu Zhong,Khaleed,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Aurora,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Hylos,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Jawhead,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,Moskov,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanabi,X.Borg,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Alpha,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Aurora,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Karrie,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Terizla,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Hanzo,Tigreal,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Bane,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Grock,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Nana,Vexana,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Julian,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Moskov,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Baxia,Vexana,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Karrie,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Lylia,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Roger,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Diggie,Tigreal,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Claude,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Edith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Nolan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Tigreal,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Fredrinn,Valentina,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Claude,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Luo Yi,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Nolan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Terizla,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Guinevere,Tigreal,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Gatotkaca,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Luo Yi,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Natan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
Kagura,Tigreal,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/Philippines/Season_14
